timestamp,symbol,option_symbol,direction,entry_price,exit_price,size_contracts,size_dollars,sl,tp,pnl,pnl_percent,dte,model,prediction,tags
2025-02-26 16:30:00+00:00,tsla_C_295.0_2025-02-26,N/A,LONG,0.75,5.67999267578125,266,199.5,0.0,0.0,1311.3780517578125,6.573323567708333,0,N/A,N/A,backtest
2025-02-27 15:30:00+00:00,tsla_P_293.0_2025-02-27,N/A,LONG,0.5,5.100006103515625,924,462.0,0.0,0.0,4250.4056396484375,9.20001220703125,0,N/A,N/A,backtest
2025-02-27 16:30:00+00:00,tsla_P_288.0_2025-02-27,N/A,LONG,0.5,2.04998779296875,2624,1312.0,0.0,0.0,4067.16796875,3.0999755859375,0,N/A,N/A,backtest
2025-02-28 16:30:00+00:00,tsla_P_292.0_2025-02-28,N/A,LONG,0.5,1.730010986328125,4251,2125.5,0.0,0.0,5228.776702880859,2.46002197265625,0,N/A,N/A,backtest
2025-03-03 16:30:00+00:00,tsla_P_300.0_2025-03-03,N/A,LONG,0.5,1.519989013671875,6343,3171.5,0.0,0.0,6469.790313720703,2.03997802734375,0,N/A,N/A,backtest
2025-03-04 16:30:00+00:00,tsla_P_267.0_2025-03-04,N/A,LONG,1.8900146484375,0.0,2362,4464.214599609375,0.0,0.0,-4464.214599609375,-1.0,0,N/A,N/A,backtest
2025-03-05 16:30:00+00:00,tsla_C_272.0_2025-03-05,N/A,LONG,0.5,1.18670654296875,7145,3572.5,0.0,0.0,4906.518249511719,1.3734130859375,0,N/A,N/A,backtest
2025-03-06 16:30:00+00:00,tsla_P_272.0_2025-03-06,N/A,LONG,1.8074951171875,8.70001220703125,2519,4553.0802001953125,0.0,0.0,17362.250549316406,3.813297764570811,0,N/A,N/A,backtest
2025-03-07 16:30:00+00:00,tsla_C_262.0_2025-03-07,N/A,LONG,0.5,0.0,16052,8026.0,0.0,0.0,-8026.0,-1.0,0,N/A,N/A,backtest
2025-03-10 16:30:00+00:00,tsla_P_238.0_2025-03-10,N/A,LONG,0.5,10.949996948242188,12842,6421.0,0.0,0.0,134198.86080932617,20.899993896484375,0,N/A,N/A,backtest
2025-03-11 16:30:00+00:00,tsla_P_226.0_2025-03-11,N/A,LONG,0.5,2.19000244140625,66521,33260.5,0.0,0.0,112420.65240478516,3.3800048828125,0,N/A,N/A,backtest
2025-03-12 16:30:00+00:00,tsla_C_247.0_2025-03-12,N/A,LONG,0.5,3.239898681640625,111490,55745.0,0.0,0.0,305471.3040161133,5.47979736328125,0,N/A,N/A,backtest
2025-03-13 16:30:00+00:00,tsla_P_234.0_2025-03-13,N/A,LONG,0.5,0.0,233678,116839.0,0.0,0.0,-116839.0,-1.0,0,N/A,N/A,backtest
2025-03-14 16:30:00+00:00,tsla_P_251.0_2025-03-14,N/A,LONG,2.9049072265625,3.018798828125,32177,93471.19982910156,0.0,0.0,3664.6900634765625,0.03920662268353154,0,N/A,N/A,backtest
2025-03-17 16:30:00+00:00,tsla_C_223.0_2025-03-17,N/A,LONG,13.100006103515625,13.354995727539062,7191,94202.14389038086,0.0,0.0,1833.630386352539,0.019464847726674447,0,N/A,N/A,backtest
2025-03-18 16:30:00+00:00,tsla_P_226.0_2025-03-18,N/A,LONG,0.5,0.0,189142,94571.0,0.0,0.0,-94571.0,-1.0,0,N/A,N/A,backtest
2025-03-19 16:30:00+00:00,tsla_P_233.0_2025-03-19,N/A,LONG,0.5,0.0,151314,75657.0,0.0,0.0,-75657.0,-1.0,0,N/A,N/A,backtest
2025-03-20 16:30:00+00:00,tsla_P_232.0_2025-03-20,N/A,LONG,0.5,0.0,121051,60525.5,0.0,0.0,-60525.5,-1.0,0,N/A,N/A,backtest
2025-03-21 16:30:00+00:00,tsla_C_238.0_2025-03-21,N/A,LONG,2.75,7.3600006103515625,17607,48419.25,0.0,0.0,81168.28074645996,1.6763638583096592,0,N/A,N/A,backtest
2025-03-24 16:30:00+00:00,tsla_C_273.0_2025-03-24,N/A,LONG,0.5,1.040008544921875,129308,64654.0,0.0,0.0,69827.42492675781,1.08001708984375,0,N/A,N/A,backtest
2025-03-25 16:30:00+00:00,tsla_P_279.0_2025-03-25,N/A,LONG,1.42999267578125,1.755889892578125,54979,78619.56732177734,0.0,0.0,17917.50308227539,0.2279013188783132,0,N/A,N/A,backtest
2025-03-26 16:30:00+00:00,tsla_C_277.0_2025-03-26,N/A,LONG,0.5,0.0,164406,82203.0,0.0,0.0,-82203.0,-1.0,0,N/A,N/A,backtest
2025-03-27 16:30:00+00:00,tsla_P_287.0_2025-03-27,N/A,LONG,0.579986572265625,13.07000732421875,113386,65762.35748291016,0.0,0.0,1416193.492980957,21.535017100762957,0,N/A,N/A,backtest
2025-03-28 16:30:00+00:00,tsla_P_267.0_2025-03-28,N/A,LONG,1.643707275390625,3.720001220703125,212325,349000.14724731445,0.0,0.0,440849.11193847656,1.263177438220605,0,N/A,N/A,backtest
2025-03-31 16:30:00+00:00,tsla_C_253.0_2025-03-31,N/A,LONG,0.5,1.25,874342,437171.0,0.0,0.0,655756.5,1.5,0,N/A,N/A,backtest
2025-04-01 16:30:00+00:00,tsla_C_275.0_2025-04-01,N/A,LONG,0.5,0.0,1136644,568322.0,0.0,0.0,-568322.0,-1.0,0,N/A,N/A,backtest
2025-04-02 16:30:00+00:00,tsla_C_276.0_2025-04-02,N/A,LONG,0.5,7.579986572265625,909316,454658.0,0.0,0.0,6437945.069946289,14.15997314453125,0,N/A,N/A,backtest
2025-04-03 15:30:00+00:00,tsla_C_267.0_2025-04-03,N/A,LONG,0.5,4.3800048828125,3484494,1742247.0,0.0,0.0,13519853.73413086,7.760009765625,0,N/A,N/A,backtest
2025-04-03 16:30:00+00:00,tsla_P_272.0_2025-04-03,N/A,LONG,1.6199951171875,3.720001220703125,2744587,4446217.538696289,0.0,0.0,5763649.451629639,1.2963039710647275,0,N/A,N/A,backtest
2025-04-04 16:30:00+00:00,tsla_P_246.0_2025-04-04,N/A,LONG,2.75,4.98309326171875,2035980,5598945.0,0.0,0.0,4546533.218994141,0.8120339133522727,0,N/A,N/A,backtest
2025-04-07 16:30:00+00:00,tsla_C_224.0_2025-04-07,N/A,LONG,2.32000732421875,9.169906616210938,2805273,6508253.9064331055,0.0,0.0,19215837.5365448,2.9525334771513507,0,N/A,N/A,backtest
2025-04-08 16:30:00+00:00,tsla_P_231.0_2025-04-08,N/A,LONG,0.5,1.350006103515625,20702843,10351421.5,0.0,0.0,17597542.910125732,1.70001220703125,0,N/A,N/A,backtest
2025-04-09 16:30:00+00:00,tsla_C_229.0_2025-04-09,N/A,LONG,2.3000030517578125,17.273101806640625,6030831,13870929.70463562,0.0,0.0,90300228.13700867,6.5100342990586,0,N/A,N/A,backtest
2025-04-10 16:30:00+00:00,tsla_P_253.0_2025-04-10,N/A,LONG,2.24920654296875,7.149993896484375,14196551,31930975.39678955,0.0,0.0,69574277.6043396,2.178896095085615,0,N/A,N/A,backtest
2025-04-11 16:30:00+00:00,tsla_P_246.0_2025-04-11,N/A,LONG,2.600006103515625,0.475006103515625,17632970,45845829.62310791,0.0,0.0,-37470061.25,-0.8173057736774769,0,N/A,N/A,backtest
2025-04-14 16:30:00+00:00,tsla_P_251.0_2025-04-14,N/A,LONG,2.56500244140625,3.0099945068359375,14951962,38351819.03381348,0.0,0.0,6653504.452606201,0.17348602022605591,0,N/A,N/A,backtest
2025-04-15 16:30:00+00:00,tsla_C_257.0_2025-04-15,N/A,LONG,0.5,0.0,79365040,39682520.0,0.0,0.0,-39682520.0,-1.0,0,N/A,N/A,backtest
2025-04-16 16:30:00+00:00,tsla_P_253.0_2025-04-16,N/A,LONG,2.700103759765625,6.3800048828125,11757331,31746013.637908936,0.0,0.0,43265815.55093384,1.3628739672457248,0,N/A,N/A,backtest
2025-04-17 16:30:00+00:00,tsla_C_227.0_2025-04-17,N/A,LONG,12.949996948242188,12.343399047851562,3119628,40399173.07965088,0.0,0.0,-1892359.7947998047,-0.04684154774823817,0,N/A,N/A,backtest
2025-04-21 16:30:00+00:00,tsla_P_223.0_2025-04-21,N/A,LONG,0.5,0.0,80041414,40020707.0,0.0,0.0,-40020707.0,-1.0,0,N/A,N/A,backtest
2025-04-22 16:30:00+00:00,tsla_C_236.0_2025-04-22,N/A,LONG,2.6100006103515625,0.0,12266880,32016564.287109375,0.0,0.0,-32016564.287109375,-1.0,0,N/A,N/A,backtest
2025-04-23 16:30:00+00:00,tsla_P_257.0_2025-04-23,N/A,LONG,2.7512054443359375,1.0850067138671875,9309829,25613252.230636597,0.0,0.0,-15512025.260681152,-0.6056249757352901,0,N/A,N/A,backtest
2025-04-24 16:30:00+00:00,tsla_C_257.0_2025-04-24,N/A,LONG,0.5,0.0,45021696,22510848.0,0.0,0.0,-22510848.0,-1.0,0,N/A,N/A,backtest
2025-04-25 16:30:00+00:00,tsla_C_280.0_2025-04-25,N/A,LONG,0.5,6.649993896484375,36017356,18008678.0,0.0,0.0,221506519.56750488,12.29998779296875,0,N/A,N/A,backtest
2025-04-28 16:30:00+00:00,tsla_C_275.0_2025-04-28,N/A,LONG,0.5,1.51409912109375,124619964,62309982.0,0.0,0.0,126376995.96313477,2.0281982421875,0,N/A,N/A,backtest
2025-04-29 16:30:00+00:00,tsla_C_282.0_2025-04-29,N/A,LONG,0.5,2.8900146484375,175170763,87585381.5,0.0,0.0,418660689.54797363,4.780029296875,0,N/A,N/A,backtest
2025-04-30 16:30:00+00:00,tsla_C_280.0_2025-04-30,N/A,LONG,0.5,0.0,342635038,171317519.0,0.0,0.0,-171317519.0,-1.0,0,N/A,N/A,backtest
2025-05-01 16:30:00+00:00,tsla_C_287.0_2025-05-01,N/A,LONG,0.75,0.0,182738687,137054015.25,0.0,0.0,-137054015.25,-1.0,0,N/A,N/A,backtest
2025-05-02 16:30:00+00:00,tsla_C_285.0_2025-05-02,N/A,LONG,0.75,7.20001220703125,146190950,109643212.5,0.0,0.0,942933412.0574951,8.600016276041666,0,N/A,N/A,backtest
2025-05-05 16:30:00+00:00,tsla_C_278.0_2025-05-05,N/A,LONG,0.5,2.480010986328125,596459789,298229894.5,0.0,0.0,1180996935.1229553,3.96002197265625,0,N/A,N/A,backtest
2025-05-06 16:30:00+00:00,tsla_P_276.0_2025-05-06,N/A,LONG,0.7650146484375,2.2843017578125,698586991,534429281.322876,0.0,0.0,1061354210.2033691,1.9859581937131003,0,N/A,N/A,backtest
2025-05-07 16:30:00+00:00,tsla_C_274.0_2025-05-07,N/A,LONG,0.5,1.3699951171875,1493400248,746700124.0,0.0,0.0,1299250923.7666016,1.739990234375,0,N/A,N/A,backtest
2025-05-08 16:30:00+00:00,tsla_C_287.0_2025-05-08,N/A,LONG,0.5,0.07159423828125,2013100617,1006550308.5,0.0,0.0,-862423903.2423706,-0.8568115234375,0,N/A,N/A,backtest
2025-05-09 16:30:00+00:00,tsla_C_298.0_2025-05-09,N/A,LONG,1.160003662109375,0.0,719019737,834065528.0489197,0.0,0.0,-834065528.0489197,-1.0,0,N/A,N/A,backtest
2025-05-12 16:30:00+00:00,tsla_P_318.0_2025-05-12,N/A,LONG,0.5,0.0,1334504845,667252422.5,0.0,0.0,-667252422.5,-1.0,0,N/A,N/A,backtest
2025-05-13 16:30:00+00:00,tsla_C_320.0_2025-05-13,N/A,LONG,2.220001220703125,9.44000244140625,240451191,533801937.53952026,0.0,0.0,1736057892.5395203,3.2522510138153824,0,N/A,N/A,backtest
2025-05-14 16:30:00+00:00,tsla_C_340.0_2025-05-14,N/A,LONG,3.232208251953125,4.57000732421875,272573252,881013514.3760986,0.0,0.0,364648243.6500244,0.4138963111232804,0,N/A,N/A,backtest
2025-05-15 16:30:00+00:00,tsla_C_337.0_2025-05-15,N/A,LONG,2.660003662109375,8.3800048828125,358624756,953943164.283081,0.0,0.0,2051334042.0943604,2.150373438270826,0,N/A,N/A,backtest
2025-05-16 16:30:00+00:00,tsla_C_345.0_2025-05-16,N/A,LONG,3.160003662109375,2.8699951171875,431711516,1364209971.53479,0.0,0.0,-125200028.58117676,-0.09177474963060253,0,N/A,N/A,backtest
2025-05-19 16:30:00+00:00,tsla_C_335.0_2025-05-19,N/A,LONG,3.0150146484375,7.00738525390625,444166985,1339169966.1273193,0.0,0.0,1773279214.8336792,1.3241629215757722,0,N/A,N/A,backtest
2025-05-20 16:30:00+00:00,tsla_C_343.0_2025-05-20,N/A,LONG,3.795013427734375,7.3599853515625,446329332,1693825808.1317139,0.0,0.0,1591151537.360962,0.9393832174017932,0,N/A,N/A,backtest
2025-05-21 16:30:00+00:00,tsla_C_343.0_2025-05-21,N/A,LONG,2.839996337890625,0.0,708471377,2012056116.1803284,0.0,0.0,-2012056116.1803284,-1.0,0,N/A,N/A,backtest
2025-05-22 15:30:00+00:00,tsla_C_340.0_2025-05-22,N/A,LONG,3.451812744140625,2.739990234375,466318718,1609644893.6237183,0.0,0.0,-331936160.19744873,-0.20621701190886668,0,N/A,N/A,backtest
2025-05-22 16:30:00+00:00,tsla_C_340.0_2025-05-22,N/A,LONG,2.739990234375,4.779998779296875,563234731,1543257662.60083,0.0,0.0,1149003664.0367737,0.7445313196115121,0,N/A,N/A,backtest
2025-05-23 16:30:00+00:00,tsla_C_335.0_2025-05-23,N/A,LONG,2.790008544921875,8.03948974609375,635502855,1773058395.7722473,0.0,0.0,3336060290.613556,1.8815287181562625,0,N/A,N/A,backtest
2025-05-27 16:30:00+00:00,tsla_C_352.0_2025-05-27,N/A,LONG,3.6099853515625,9.507598876953125,675977937,2440270450.5494385,0.0,0.0,3986656624.116852,1.6336945862780239,0,N/A,N/A,backtest
2025-05-28 16:30:00+00:00,tsla_P_364.0_2025-05-28,N/A,LONG,1.54998779296875,1.3800048828125,2088791791,3237601778.1033325,0.0,0.0,-355058907.3446655,-0.10966725733412089,0,N/A,N/A,backtest
2025-05-29 16:30:00+00:00,tsla_P_365.0_2025-05-29,N/A,LONG,1.417999267578125,3.885009765625,2233139374,3166589996.7318726,0.0,0.0,5509178279.259827,1.739782632088669,0,N/A,N/A,backtest
2025-05-30 16:30:00+00:00,tsla_P_362.0_2025-05-30,N/A,LONG,1.589996337890625,13.593597412109375,2684550619,4268425653.0920105,0.0,0.0,32224274694.02301,7.549452025872824,0,N/A,N/A,backtest
2025-06-02 16:30:00+00:00,tsla_C_334.0_2025-06-02,N/A,LONG,2.6099853515625,4.209991455078125,4104728245,10713280591.594849,0.0,0.0,6567590245.27298,0.6130325990365277,0,N/A,N/A,backtest
2025-06-03 16:30:00+00:00,tsla_C_348.0_2025-06-03,N/A,LONG,3.3699951171875,6.480010986328125,3568788150,12026798639.776611,0.0,0.0,11098987780.101013,0.9228547107617633,0,N/A,N/A,backtest
2025-06-04 16:30:00+00:00,tsla_P_331.0_2025-06-04,N/A,LONG,0.5,0.0,28493192394,14246596197.0,0.0,0.0,-14246596197.0,-1.0,0,N/A,N/A,backtest
2025-06-05 16:30:00+00:00,tsla_P_320.0_2025-06-05,N/A,LONG,0.5,17.649993896484375,22794553915,11397276957.5,0.0,0.0,390926460515.334,34.29998779296875,0,N/A,N/A,backtest
2025-06-06 16:30:00+00:00,tsla_P_301.0_2025-06-06,N/A,LONG,0.5,0.93499755859375,179165138121,89582569060.5,0.0,0.0,77936397667.74701,0.8699951171875,0,N/A,N/A,backtest
2025-06-09 16:30:00+00:00,tsla_P_294.0_2025-06-09,N/A,LONG,0.5,0.0,210339697188,105169848594.0,0.0,0.0,-105169848594.0,-1.0,0,N/A,N/A,backtest
2025-06-10 16:30:00+00:00,tsla_C_317.0_2025-06-10,N/A,LONG,2.04998779296875,2.980010986328125,41042136525,84135878873.60687,0.0,0.0,38170138873.27194,0.45367255188019173,0,N/A,N/A,backtest
2025-06-11 16:30:00+00:00,tsla_P_330.0_2025-06-11,N/A,LONG,0.5,0.0,183539813300,91769906650.0,0.0,0.0,-91769906650.0,-1.0,0,N/A,N/A,backtest
2025-06-12 16:30:00+00:00,tsla_C_325.0_2025-06-12,N/A,LONG,1.899993896484375,0.09210205078125,38640084821,73415925319.53854,0.0,0.0,-69857094265.163,-0.9515250807112224,0,N/A,N/A,backtest
2025-06-13 16:30:00+00:00,tsla_C_317.0_2025-06-13,N/A,LONG,2.350006103515625,15.160003662109375,25295468968,59444506466.09009,0.0,0.0,324034895723.56396,5.451048633205636,0,N/A,N/A,backtest
2025-06-16 16:30:00+00:00,tsla_C_328.0_2025-06-16,N/A,LONG,2.720611572265625,1.239990234375,45670424576,124251485611.75,0.0,0.0,-67620605137.75,-0.5442237153529484,0,N/A,N/A,backtest
2025-06-17 16:30:00+00:00,tsla_C_319.0_2025-06-17,N/A,LONG,1.6199951171875,0.0,68350431065,110727364582.96082,0.0,0.0,-110727364582.96082,-1.0,0,N/A,N/A,backtest
2025-06-18 16:30:00+00:00,tsla_C_323.0_2025-06-18,N/A,LONG,2.489990234375,0.0,35575196418,88581891666.79248,0.0,0.0,-88581891666.79248,-1.0,0,N/A,N/A,backtest
2025-06-20 16:30:00+00:00,tsla_C_318.0_2025-06-20,N/A,LONG,2.220001220703125,3.480010986328125,31921384850,70865513333.53424,0.0,0.0,40221256643.273926,0.5675716544092377,0,N/A,N/A,backtest
2025-06-23 16:30:00+00:00,tsla_P_350.0_2025-06-23,N/A,LONG,0.5,0.0,157819529326,78909764663.0,0.0,0.0,-78909764663.0,-1.0,0,N/A,N/A,backtest
2025-06-24 16:30:00+00:00,tsla_P_341.0_2025-06-24,N/A,LONG,0.5,0.0,126255623460,63127811730.0,0.0,0.0,-63127811730.0,-1.0,0,N/A,N/A,backtest
2025-06-25 16:30:00+00:00,tsla_C_324.0_2025-06-25,N/A,LONG,2.57000732421875,2.9849853515625,19650624692,50502249383.91382,0.0,0.0,8154577470.758545,0.1614695893794381,0,N/A,N/A,backtest
2025-06-26 16:30:00+00:00,tsla_C_324.0_2025-06-26,N/A,LONG,2.26129150390625,5.00439453125,23054597246,52133164878.36023,0.0,0.0,63241135499.69348,1.2130691786552943,0,N/A,N/A,backtest
2025-06-27 16:30:00+00:00,tsla_C_324.0_2025-06-27,N/A,LONG,2.029998779296875,0.5050048828125,31912034942,64781391977.13922,0.0,0.0,-48665658510.946106,-0.751228972173364,0,N/A,N/A,backtest
2025-06-30 16:30:00+00:00,tsla_P_319.0_2025-06-30,N/A,LONG,0.5,0.0,110096520552,55048260276.0,0.0,0.0,-55048260276.0,-1.0,0,N/A,N/A,backtest
2025-07-01 16:30:00+00:00,tsla_C_300.0_2025-07-01,N/A,LONG,1.277313232421875,2.100006103515625,34477532294,44038608220.37872,0.0,0.0,28364420031.178345,0.6440807549874566,0,N/A,N/A,backtest
2025-07-02 16:30:00+00:00,tsla_C_313.0_2025-07-02,N/A,LONG,1.32000732421875,2.526702880859375,37660012422,49711492227.20911,0.0,0.0,45444169652.65814,0.91415822814075,0,N/A,N/A,backtest
2025-07-07 13:30:00+00:00,tsla_C_315.0_2025-07-03,N/A,LONG,1.85009765625,0.0,31782282388,58800326156.31445,0.0,0.0,-58800326156.31445,-1.0,0,N/A,N/A,backtest
2025-07-07 16:30:00+00:00,tsla_P_292.0_2025-07-07,N/A,LONG,0.5,0.660003662109375,94080521853,47040260926.5,0.0,0.0,15053228029.641083,0.32000732421875,0,N/A,N/A,backtest
2025-07-08 16:30:00+00:00,tsla_C_301.0_2025-07-08,N/A,LONG,1.415008544921875,0.533905029296875,35371451792,50050906531.97217,0.0,0.0,-31165910526.691406,-0.6226842366338129,0,N/A,N/A,backtest
2025-07-09 16:30:00+00:00,tsla_C_296.0_2025-07-09,N/A,LONG,0.5,0.0,87635448854,43817724427.0,0.0,0.0,-43817724427.0,-1.0,0,N/A,N/A,backtest
2025-07-10 16:30:00+00:00,tsla_P_304.0_2025-07-10,N/A,LONG,0.5,2.1134033203125,70108359083,35054179541.5,0.0,0.0,113113059326.17322,3.226806640625,0,N/A,N/A,backtest
2025-07-11 16:30:00+00:00,tsla_C_307.0_2025-07-11,N/A,LONG,1.21038818359375,3.8599853515625,47651482548,57676791406.823,0.0,0.0,126257233208.69312,2.1890474509606173,0,N/A,N/A,backtest
2025-07-16 16:30:00+00:00,tsla_C_318.0_2025-07-16,N/A,LONG,2.008087158203125,2.19500732421875,41297130809,82928238048.18753,0.0,0.0,7719266546.787262,0.09308369173720764,0,N/A,N/A,backtest
2025-07-18 16:30:00+00:00,tsla_C_325.0_2025-07-18,N/A,LONG,2.660614013671875,2.57000732421875,31749096608,84472091356.66699,0.0,0.0,-2876680536.7783203,-0.03405480426229884,0,N/A,N/A,backtest
2025-07-21 15:30:00+00:00,tsla_C_327.0_2025-07-21,N/A,LONG,2.652801513671875,2.22149658203125,31625719006,83896755250.07819,0.0,0.0,-13640328573.968445,-0.1625846975048029,0,N/A,N/A,backtest
2025-07-21 16:30:00+00:00,tsla_C_327.0_2025-07-21,N/A,LONG,2.22149658203125,2.730010986328125,36537841287,81168689533.87079,0.0,0.0,18580018596.35257,0.22890622853531883,0,N/A,N/A,backtest
2025-07-24 16:30:00+00:00,tsla_P_302.0_2025-07-24,N/A,LONG,0.5,0.0,169769386510,84884693255.0,0.0,0.0,-84884693255.0,-1.0,0,N/A,N/A,backtest
2025-07-25 16:30:00+00:00,tsla_C_317.0_2025-07-25,N/A,LONG,1.938995361328125,0.785003662109375,35022133605,67907754603.908844,0.0,0.0,-40415251469.10004,-0.5951492830948896,0,N/A,N/A,backtest
2025-07-28 16:30:00+00:00,tsla_C_326.0_2025-07-28,N/A,LONG,1.8900146484375,2.149993896484375,31653037377,59824704310.0697,0.0,0.0,8229132855.672089,0.13755409158431828,0,N/A,N/A,backtest
2025-07-29 16:30:00+00:00,tsla_C_317.0_2025-07-29,N/A,LONG,2.010101318359375,3.44000244140625,30580812181,61470530881.528534,0.0,0.0,43727537681.297455,0.7113577360438459,0,N/A,N/A,backtest
2025-07-31 16:30:00+00:00,tsla_C_311.0_2025-07-31,N/A,LONG,1.920013427734375,0.0,36570597582,70216038417.71027,0.0,0.0,-70216038417.71027,-1.0,0,N/A,N/A,backtest
2025-08-01 16:30:00+00:00,tsla_C_304.0_2025-08-01,N/A,LONG,1.355010986328125,0.0,41455627519,56172830733.37155,0.0,0.0,-56172830733.37155,-1.0,0,N/A,N/A,backtest
2025-08-04 16:30:00+00:00,tsla_C_305.0_2025-08-04,N/A,LONG,1.69500732421875,3.489990234375,26512135933,44938264587.1181,0.0,0.0,47588830911.47443,1.0589823917035757,0,N/A,N/A,backtest
